"CustomerAge","Married","HouseholdSize","AccountAge","PaymentMethod","LastNewPhone","BasePlan","IntlPlan","Deal","CustServCall","NumVmail","NumText","NumApps","DayMin","DayCall","DayCharge","EveMin","EveCall","EveCharge","NightMin","NightCall","NightCharge","IntlMin","IntlCall","IntlCharge","DayData","EveData","NightData","Cancel"
61,"divorced",2,119,"Automatic",28,"economy","Yes","Yes",7,29,160,8,288.1,69,47.02,114,59,8.92,199.8,110,11.27,9.4,6,2.65,82.3,185,229,"Yes"
36,"married",1,119,"Automatic",10,"standard","Yes","Yes",1,0,83,12,305.7,65,49.88,297.4,101,27.76,262.4,89,16.01,12.6,4,3.53,71.8,170,110,"Yes"
44,"married",5,119,"Credit",14,"economy","No","No",1,0,116,2,321.9,58,52.54,170.4,95,16.01,298.3,76,17.98,10.4,2,2.92,137.1,48,221,"No"
37,"divorced",5,119,"Automatic",20,"standard","No","Yes",2,0,143,6,158.3,73,25.84,221.4,66,19.77,144.3,65,9.28,14.3,2,4.03,167.8,68,114,"Yes"
51,"single",2,119,"Automatic",1,"standard","Yes","No",1,23,115,16,341.9,58,55.79,124.9,104,12.75,204.5,64,11.53,12.5,1,3.5,179.9,140,315,"No"
58,"divorced",1,119,"Automatic",19,"standard","Yes","No",2,27,0,6,380.4,63,62.06,227.3,105,20.72,188.3,72,11.77,10.2,6,2.87,64.5,210,257,"No"
61,"divorced",4,119,"Automatic",15,"standard","No","Yes",3,38,257,3,178.9,58,29.2,175.3,116,17.85,258.6,62,15.73,14.2,5,3.96,153.3,219,210,"Yes"
40,"divorced",4,120,"Check",26,"standard","Yes","No",0,0,43,21,245.2,88,40.01,195.8,70,21.58,136.8,78,7.67,15.2,5,4.26,164.6,103,278,"No"
69,"married",1,120,"Automatic",18,"standard","Yes","No",2,0,0,11,101.5,67,16.57,147.5,104,16.71,179.2,75,11.32,11.4,2,3.18,117.8,152,318,"No"
62,"married",5,120,"Automatic",28,"standard","Yes","Yes",0,0,78,21,289.6,75,47.26,172.4,94,20.32,212.9,52,11.96,9.8,5,2.75,25.8,144,218,"No"
37,"married",3,120,"Automatic",8,"standard","Yes","Yes",3,0,178,21,212.9,53,34.74,300.8,99,29.33,220.3,62,12.38,6.2,8,1.72,29.8,170,106,"No"
54,"single",2,120,"Automatic",4,"standard","Yes","Yes",4,0,198,17,154,67,25.13,202.2,103,22.07,219.9,71,12.41,4.2,4,1.2,129.9,175,236,"Yes"
31,"single",5,120,"Automatic",18,"standard","Yes","Yes",2,0,0,10,401,63,65.44,231.5,87,20.81,242.2,84,13.61,14.6,8,4.08,78.2,189,95,"Yes"
57,"married",1,120,"Automatic",6,"economy","Yes","Yes",0,0,0,11,272.9,63,44.56,279.3,54,27.2,373.6,58,21.08,9.8,2,2.75,67.8,93,94,"Yes"
33,"married",1,120,"Automatic",4,"standard","Yes","Yes",2,0,0,3,305.9,47,49.93,178.1,70,20.92,279.2,71,16.9,9.4,2,2.63,117.8,124,187,"No"
54,"married",5,120,"Automatic",9,"standard","Yes","No",4,41,94,11,299.1,78,48.82,242.2,78,26.34,172.5,76,9.74,9.4,2,2.63,179.1,44,283,"No"
49,"single",4,120,"Automatic",2,"deluxe","Yes","No",2,32,106,20,233.5,87,38.11,181.4,93,21.34,226.9,81,12.76,9.9,6,2.77,64.5,164,204,"No"
33,"married",3,121,"Automatic",14,"economy","Yes","Yes",1,24,82,19,229.5,54,37.45,230.9,86,25.01,207.7,74,12.92,12.8,4,3.59,193.6,46,132,"Yes"
41,"single",2,121,"Automatic",11,"economy","Yes","Yes",1,0,53,15,76,66,12.41,171.3,115,20.38,211.2,82,11.92,10.6,5,2.98,141.2,83,118,"No"
53,"divorced",1,121,"Check",13,"economy","Yes","Yes",7,26,124,8,152.9,58,24.95,274.9,90,30.93,237.6,98,13.34,9.4,6,2.63,81.5,108,270,"Yes"
35,"married",4,121,"Automatic",18,"economy","Yes","No",4,0,146,8,333.4,70,54.42,169.6,127,14.54,194.7,66,10.93,8.1,2,2.28,54.9,135,285,"No"
36,"divorced",5,121,"Automatic",22,"standard","No","Yes",2,0,223,8,369.1,54,60.23,156.6,122,18.87,314.6,65,18.9,10.1,7,2.83,185.5,59,185,"Yes"
34,"married",2,121,"Automatic",10,"standard","No","No",0,0,185,12,403.3,50,65.82,196.9,82,18.73,281,70,15.85,15.1,4,4.24,45.2,61,125,"Yes"
33,"married",4,121,"Automatic",15,"standard","Yes","No",1,0,118,22,241.2,80,39.36,259.1,78,25.39,305.5,56,18.38,10.2,8,2.87,12.9,47,302,"No"
65,"single",1,121,"Automatic",23,"economy","No","Yes",1,24,181,4,368.4,66,60.11,273,70,26.72,188.4,81,10.57,8.6,2,2.42,192,185,282,"Yes"
58,"single",1,121,"Check",29,"economy","No","No",0,23,84,19,298.7,88,48.73,152.2,102,16.94,295.5,58,16.67,9.7,2,2.71,190.4,184,144,"No"
65,"married",3,121,"Automatic",31,"standard","Yes","Yes",1,0,169,19,364,44,59.4,318,112,32.59,208.7,66,12.92,9.9,8,2.77,175.8,90,169,"Yes"
51,"married",5,121,"Automatic",31,"standard","Yes","No",1,0,119,20,286,44,46.68,100.5,88,11.54,187.9,98,10.6,8.3,10,2.33,91.1,133,254,"No"
83,"married",2,121,"Automatic",24,"deluxe","Yes","No",1,31,78,16,264.4,73,43.15,132.9,103,12.41,143.4,78,9.29,6.6,11,1.84,53.2,140,314,"No"
36,"married",2,121,"Check",26,"standard","Yes","Yes",3,0,179,6,247.5,64,40.39,236.6,93,27.25,147.6,80,9.48,8.1,7,2.28,81.5,189,204,"No"
43,"divorced",4,122,"Credit",26,"standard","Yes","No",3,0,47,2,208.8,68,34.07,142.7,116,13.34,245.8,86,15.07,11.7,7,3.26,73.4,86,106,"No"
35,"married",1,122,"Credit",2,"standard","Yes","No",1,0,0,12,245.4,79,40.07,152,130,15.69,228.5,78,12.9,10.3,6,2.88,76.6,133,130,"No"
42,"married",1,122,"Automatic",30,"standard","Yes","Yes",2,25,0,13,177.1,66,28.91,165.2,49,14.01,155.1,58,8.75,10.7,2,3,159.7,110,279,"No"
49,"married",1,122,"Automatic",7,"standard","Yes","No",2,0,166,7,263,51,42.92,145.7,86,11.99,259,82,15.82,6.6,2,1.87,8.1,122,226,"No"
36,"married",4,122,"Automatic",11,"standard","Yes","No",2,36,223,16,278.6,66,45.46,123.5,118,15.48,247.3,75,15.16,9.4,8,2.63,82.3,164,239,"No"
61,"married",4,122,"Check",6,"deluxe","Yes","Yes",1,0,139,10,405.2,58,66.13,304.8,66,31.47,274.8,92,15.44,11.2,2,3.16,111.3,203,142,"Yes"
69,"married",4,122,"Check",30,"standard","Yes","No",3,0,145,11,137.6,58,22.46,241,86,27.71,216,44,13.34,11.5,7,3.24,170.2,86,112,"No"
64,"married",2,122,"Check",34,"economy","Yes","Yes",0,0,154,7,343.5,70,56.06,250.5,99,28.68,244,59,13.76,12.1,4,3.38,146.8,195,191,"Yes"
62,"married",3,122,"Check",14,"standard","Yes","Yes",4,0,68,16,243.2,82,39.7,105.3,51,12.38,226,65,12.7,11,2,3.07,76.6,165,155,"Yes"
45,"divorced",2,122,"Credit",29,"economy","Yes","No",3,0,53,10,102.4,75,16.73,210.4,90,21.44,202.3,77,11.42,10.2,6,2.87,78.2,105,173,"No"
50,"married",4,122,"Automatic",18,"standard","Yes","No",3,0,55,19,136.5,72,22.28,279.8,126,31.68,237.1,72,13.38,9.4,6,2.63,100.8,174,182,"No"
38,"married",1,122,"Check",18,"standard","Yes","Yes",0,0,59,7,391.1,57,63.83,162.5,105,19.57,256.6,70,14.42,8.7,7,2.45,91.1,95,279,"Yes"
45,"married",1,123,"Automatic",4,"standard","Yes","No",2,0,78,18,338.9,69,55.32,225.8,83,21.71,189.1,75,10.67,13.2,2,3.71,62.1,52,230,"No"
48,"married",1,123,"Automatic",7,"standard","Yes","No",3,0,44,11,295.4,72,48.2,218.9,94,22.4,173.9,74,9.77,9.8,5,2.75,77.4,130,199,"No"
48,"single",4,123,"Automatic",23,"standard","Yes","Yes",1,0,47,11,231.9,66,37.84,310.7,110,34.62,206,85,11.57,10.2,5,2.87,166.2,199,240,"No"
31,"single",5,123,"Automatic",12,"economy","Yes","No",4,24,0,22,292.9,78,47.8,235.3,91,24.16,199.8,75,12.47,11.5,2,3.24,44.4,154,302,"No"
57,"single",4,123,"Automatic",20,"economy","Yes","Yes",3,0,107,14,374.7,76,61.15,235.1,86,21.36,168.4,71,9.46,17,5,4.79,116.2,62,223,"Yes"
51,"divorced",5,123,"Automatic",33,"economy","Yes","No",3,0,28,5,260.5,53,42.5,226.2,82,20.6,177.8,89,11.18,7.4,7,2.08,71.8,104,277,"No"
39,"divorced",2,123,"Automatic",11,"standard","Yes","No",4,0,59,12,265.8,62,43.38,274.6,112,25.42,136.4,87,8.84,9.4,2,2.65,71.8,97,162,"No"
43,"divorced",3,123,"Automatic",20,"economy","Yes","Yes",0,0,65,21,309.2,75,50.46,200.4,118,19.1,242,74,14.87,10.7,2,3,119.4,220,188,"No"
59,"single",1,123,"Automatic",26,"standard","Yes","No",2,20,0,4,250,70,40.8,238.8,111,25.76,276.6,108,15.6,9.6,4,2.68,114.5,76,207,"No"
59,"married",2,123,"Automatic",14,"deluxe","No","No",1,14,0,9,275.4,46,44.95,205.7,84,21.13,160,70,10.18,10.8,2,3.04,187.1,48,198,"No"
45,"single",4,123,"Automatic",6,"standard","Yes","Yes",6,0,191,15,169.3,56,27.62,224.1,79,22.84,194.6,68,12.18,12.5,2,3.5,112.1,117,151,"Yes"
47,"married",4,123,"Automatic",20,"economy","Yes","No",1,0,40,14,239.9,82,39.17,270.5,64,29.1,179.5,92,10.13,11.8,6,3.3,167.8,57,308,"No"
54,"married",5,124,"Automatic",20,"standard","Yes","Yes",2,0,101,14,365.8,62,59.69,224,88,25.71,323.2,76,18.19,14.8,2,4.14,156.5,80,312,"Yes"
31,"single",4,124,"Automatic",13,"standard","No","No",0,0,0,12,172.2,59,28.09,215.4,109,24.84,137.1,106,8.88,8.6,7,2.42,144.4,126,275,"No"
37,"married",4,124,"Automatic",6,"standard","Yes","Yes",1,14,71,12,304.7,70,49.73,137,114,16.69,210.5,83,11.88,11.8,2,3.3,155.7,221,195,"No"
52,"married",3,124,"Credit",10,"economy","Yes","Yes",4,0,94,16,239.7,78,39.11,147.4,114,14.98,227.6,69,12.79,9.4,6,2.63,174.2,128,205,"Yes"
41,"single",5,124,"Automatic",11,"standard","Yes","Yes",0,0,156,3,234.4,72,38.27,201.8,117,19.24,197.8,69,12.37,11.7,6,3.26,22.6,206,230,"No"
53,"married",1,124,"Credit",14,"standard","Yes","Yes",2,0,294,13,177,64,28.88,236.2,62,24.25,187.4,102,11.77,9.6,4,2.68,81.5,148,186,"Yes"
33,"divorced",5,124,"Automatic",17,"deluxe","Yes","No",1,0,0,14,296.5,62,48.38,201.1,117,19.27,111.8,87,6.25,14.1,2,3.95,172.6,97,178,"No"
62,"single",2,124,"Automatic",22,"deluxe","Yes","No",0,0,131,8,230.8,56,37.66,259.4,74,27.86,163.3,83,10.42,12.4,4,3.47,190.4,222,213,"No"
23,"divorced",1,124,"Automatic",32,"economy","Yes","Yes",2,0,106,4,461.3,50,75.29,220.2,102,24.08,278.9,100,15.74,13.2,7,3.71,64.5,107,217,"Yes"
32,"single",5,124,"Automatic",26,"economy","Yes","Yes",6,0,248,18,153.9,59,25.1,117,132,12.17,155.5,61,9.92,14.6,2,4.12,160.5,68,184,"Yes"
60,"divorced",4,124,"Check",2,"economy","Yes","No",1,0,92,13,234.3,66,38.24,206.6,66,24.18,271.9,76,15.34,12.1,4,3.38,151.6,115,219,"No"
30,"married",5,124,"Automatic",10,"standard","Yes","No",2,0,182,3,329.6,30,53.8,295.8,100,31.62,251.9,67,14.16,9,2,2.54,54.9,88,305,"Yes"
37,"married",1,124,"Automatic",23,"economy","Yes","No",4,21,0,22,204.9,66,33.43,243.6,60,26.58,213.4,58,11.99,9.9,5,2.77,82.3,84,106,"No"
40,"married",1,124,"Automatic",34,"standard","Yes","No",1,26,43,22,273.4,78,44.62,249,104,28.27,304.8,54,17.2,12,5,3.36,57.3,57,261,"No"
33,"married",1,125,"Automatic",3,"economy","Yes","Yes",3,0,214,18,337.3,69,55.04,271.9,128,29.15,216,87,13.33,11.1,2,3.12,64.5,168,290,"Yes"
50,"divorced",1,125,"Automatic",34,"economy","Yes","Yes",1,0,106,18,288,97,46.99,360.4,104,35.69,259.9,88,14.62,7.7,2,2.16,187.9,188,278,"Yes"
66,"married",4,125,"Automatic",12,"standard","Yes","No",0,27,0,20,252.8,66,41.26,190.7,113,16.8,247.4,39,13.97,12.1,6,3.38,87.1,223,123,"No"
59,"single",5,125,"Automatic",15,"standard","Yes","No",2,0,176,9,213.5,48,34.85,175.1,80,20.94,218.9,101,12.3,13.1,5,3.67,33.1,197,317,"No"
30,"single",4,125,"Automatic",9,"economy","Yes","Yes",6,0,168,18,84.2,71,13.73,96,80,12.66,208.7,86,12.92,14.2,2,4,182.3,133,136,"Yes"
49,"single",1,125,"Automatic",11,"economy","Yes","Yes",2,0,73,2,265.4,65,43.31,260.8,75,28.11,140.3,60,7.92,10,2,2.8,25.8,67,157,"No"
53,"divorced",2,125,"Automatic",14,"standard","Yes","No",1,0,119,21,116.5,75,19.01,259.9,80,26.69,203.6,73,11.48,15.1,7,4.24,179.9,128,291,"No"
60,"married",3,125,"Automatic",17,"deluxe","No","Yes",6,0,97,10,168.1,72,27.42,135.4,85,15.45,179.4,81,10.07,10.7,8,3,47.6,227,107,"Yes"
28,"divorced",3,127,"Automatic",31,"standard","No","Yes",1,0,0,10,474.8,52,77.48,213.1,98,20.32,229.9,82,14.12,12.2,7,3.44,117.8,218,294,"Yes"
32,"single",4,127,"Automatic",29,"standard","Yes","Yes",1,0,148,16,393.8,80,64.27,214.7,66,23.36,202.4,108,12.56,7.2,6,2,159.7,114,224,"Yes"
61,"married",5,127,"Automatic",25,"standard","Yes","No",0,0,214,11,289.6,77,47.26,160,76,14.95,276,60,16.78,11.4,5,3.2,78.2,213,261,"No"
49,"married",2,127,"Automatic",31,"economy","No","No",3,0,66,16,345.5,44,56.39,262.6,90,24.16,124.5,86,7.02,10.3,1,2.88,129.1,167,152,"Yes"
59,"divorced",4,127,"Automatic",3,"standard","Yes","No",8,0,114,8,191.5,57,31.26,198.4,88,21.94,159,58,8.98,9.7,2,2.71,144.4,142,300,"Yes"
60,"single",1,128,"Automatic",22,"economy","Yes","Yes",3,0,175,18,311.3,65,50.81,289.4,57,28.18,224.6,62,12.67,12.8,4,3.59,146,82,153,"Yes"
39,"single",3,128,"Credit",18,"economy","Yes","No",0,0,164,10,226.4,70,36.94,279.8,94,26.11,242.5,84,13.69,8.3,2,2.33,54.9,134,224,"No"
58,"single",3,128,"Automatic",13,"standard","Yes","Yes",0,0,197,12,396,77,64.63,267.6,83,27.32,246.7,75,13.86,13.9,4,3.91,144.4,210,150,"Yes"
32,"divorced",1,128,"Automatic",28,"standard","Yes","No",2,11,0,7,303.9,69,49.6,157.8,107,16.14,188.4,61,11.84,9.4,6,2.63,117.8,102,119,"No"
31,"married",2,128,"Automatic",13,"economy","Yes","No",1,32,234,11,251.4,78,41.03,222.8,109,24.11,205,78,12.71,11.4,2,3.2,25,116,302,"No"
55,"married",4,128,"Automatic",13,"standard","Yes","No",2,24,121,3,281.5,75,45.94,219.4,85,19.57,225.1,51,13.85,7.3,2,2.04,185.5,127,282,"No"
52,"married",1,128,"Check",20,"economy","Yes","No",2,0,44,19,230.8,76,37.66,146.1,114,15.16,200.7,98,11.33,7.6,4,2.12,61.3,109,174,"No"
34,"married",5,128,"Check",14,"standard","Yes","No",3,0,23,4,238.6,59,38.94,200.2,71,17.94,218.9,86,12.36,16.9,10,4.72,145.2,195,268,"No"
62,"single",3,128,"Automatic",20,"standard","Yes","No",1,0,61,7,87.6,65,14.29,205.2,86,22.31,222.1,66,12.48,10.4,6,2.92,58.9,174,236,"No"
62,"married",4,128,"Automatic",18,"economy","Yes","Yes",6,0,275,12,183.3,60,29.92,256.1,116,25.06,231.5,60,13.02,11.8,5,3.3,139.5,202,198,"Yes"
29,"single",2,129,"Automatic",24,"economy","Yes","No",0,15,82,10,304.3,53,49.66,175.1,91,20.71,277.5,67,15.6,4.6,4,1.28,16.1,53,147,"No"
32,"married",1,129,"Automatic",30,"standard","Yes","Yes",7,0,161,11,219.2,50,35.77,185.1,82,21.97,176.7,54,11.17,10.1,2,2.83,122.6,149,85,"Yes"
22,"divorced",2,129,"Automatic",33,"standard","No","Yes",3,26,190,18,223.2,58,36.42,290.5,74,27.04,203.8,99,12.65,12.2,2,3.41,133.9,59,147,"Yes"
52,"married",1,129,"Credit",3,"standard","No","Yes",1,0,104,21,74.6,64,12.16,316.2,77,35.17,181.8,65,11.4,9,2,2.51,142,87,207,"Yes"
42,"married",3,129,"Automatic",20,"deluxe","Yes","No",1,0,0,15,185.2,78,30.23,188.8,77,16.43,211.5,79,13.13,8,2,2.24,140.4,95,257,"No"
63,"single",5,129,"Automatic",25,"standard","Yes","Yes",6,0,70,14,162.8,81,26.57,260.1,88,25.22,240,43,14.69,14.2,2,3.96,149.2,101,306,"Yes"
50,"married",3,129,"Automatic",4,"standard","Yes","No",3,17,240,13,214.1,66,34.94,192.8,110,21.2,203.8,89,11.45,8.6,2,2.39,127.4,105,140,"No"
67,"divorced",1,129,"Automatic",6,"standard","Yes","No",1,0,72,7,254.1,53,41.47,258.6,94,25.15,141,86,7.91,10,7,2.8,155.7,149,90,"No"
59,"married",4,129,"Automatic",28,"standard","No","No",1,0,43,6,395.2,75,64.5,269.2,76,30.52,161.2,66,9.1,10.4,2,2.92,125,176,82,"Yes"
34,"divorced",3,129,"Automatic",28,"standard","Yes","No",2,0,137,9,152.5,34,24.89,221.1,76,22.8,195.9,89,12.26,8.2,2,2.3,146,145,275,"No"
44,"divorced",3,130,"Automatic",24,"standard","Yes","Yes",1,0,216,21,277.6,55,45.3,220,87,21.29,187.2,74,11.71,8.1,10,2.28,85.5,180,220,"No"
43,"married",1,130,"Automatic",1,"economy","Yes","No",0,0,156,3,329.9,54,53.83,182.6,96,15.87,221.5,70,12.44,10.2,2,2.87,121,102,164,"No"
54,"married",3,130,"Automatic",25,"deluxe","No","No",4,19,131,17,215.2,78,35.12,218.4,114,20.94,167.1,62,9.42,11.5,2,3.24,62.1,217,117,"Yes"
39,"single",1,130,"Automatic",12,"standard","Yes","No",2,0,170,12,206.1,61,33.64,265.5,103,28.75,224.9,70,12.64,13.8,12,3.88,47.6,141,194,"No"
38,"single",3,130,"Credit",22,"standard","Yes","Yes",0,0,0,10,282.2,74,46.04,192.2,126,16.95,185.4,87,10.45,7.3,6,2.04,59.7,122,231,"No"
50,"single",3,130,"Check",9,"standard","No","Yes",1,20,0,4,269.5,53,43.98,334,75,31.68,237.6,92,13.4,3.8,5,1.08,100,62,129,"No"
51,"married",1,130,"Check",33,"standard","Yes","No",0,0,0,12,212.9,46,34.74,253.8,68,28.85,168.1,62,10.68,13.3,4,3.73,144.4,89,124,"No"
33,"single",5,131,"Check",24,"deluxe","Yes","No",1,23,160,15,181.5,64,29.62,179.4,113,21.3,215.2,83,13.3,12.1,5,3.38,22.6,54,123,"No"
41,"divorced",1,131,"Automatic",3,"standard","Yes","Yes",6,0,125,20,368.3,93,60.1,328.2,112,35.18,219.6,69,12.4,15,10,4.2,165.4,211,159,"Yes"
51,"single",5,131,"Credit",14,"deluxe","Yes","No",1,0,114,16,306.4,78,50,168.2,99,14.64,170.1,85,9.54,11.7,6,3.26,42.8,85,262,"No"
29,"single",1,131,"Automatic",17,"standard","No","No",0,0,40,13,307.2,62,50.14,230.2,91,24.97,215.6,90,13.32,6.6,6,1.84,107.3,66,287,"No"
34,"single",4,131,"Automatic",13,"deluxe","Yes","No",3,32,203,14,405.5,68,66.17,171.5,107,20.48,200.1,48,11.23,10.2,5,2.87,108.1,136,250,"No"
43,"divorced",1,131,"Check",21,"standard","Yes","Yes",3,0,144,9,316.8,75,51.71,234.8,93,24.04,209.9,85,12.98,7.9,6,2.22,121.8,57,291,"No"
45,"married",4,131,"Automatic",17,"deluxe","Yes","No",3,29,35,12,196.1,50,31.99,215.8,117,22.24,180,78,10.15,12.5,2,3.5,114.5,65,240,"No"
55,"married",4,131,"Automatic",17,"standard","Yes","No",1,0,160,12,257.7,62,42.06,184.9,82,21.78,246.7,74,15.06,12.7,6,3.55,124.2,151,171,"No"
69,"married",4,131,"Automatic",23,"standard","Yes","Yes",6,23,121,10,234.9,73,38.33,208.3,116,22.7,179.7,74,11.28,10,5,2.8,150,131,127,"Yes"
27,"married",1,131,"Automatic",28,"economy","Yes","Yes",1,0,0,15,357.6,65,58.37,266,62,28.78,242.1,68,14.81,10.4,2,2.92,64.5,192,224,"Yes"
49,"married",5,131,"Automatic",22,"standard","Yes","Yes",2,0,198,21,112.6,48,18.37,263.1,104,28.49,225.2,96,13.86,9.3,1,2.59,79,193,139,"Yes"
61,"married",4,131,"Automatic",11,"standard","No","No",1,35,101,21,211.5,68,34.52,127.4,104,14.57,124,78,8.2,9.6,6,2.68,130.7,135,207,"No"
65,"single",3,132,"Automatic",20,"economy","Yes","No",0,23,128,10,329.2,60,53.72,268.2,82,24.92,251.4,101,14.14,8,2,2.24,178.3,195,102,"No"
25,"divorced",3,132,"Credit",22,"economy","No","Yes",2,0,277,16,277.8,78,45.32,191.7,70,21.08,185.3,69,11.65,7.7,2,2.16,167.8,149,182,"Yes"
36,"married",2,132,"Automatic",1,"standard","Yes","Yes",6,0,54,21,218.8,73,35.71,242.2,106,26.1,150.7,70,9.7,9.1,2,2.57,180.7,71,221,"Yes"
38,"married",4,132,"Automatic",6,"standard","Yes","No",3,0,110,13,190.2,57,31.03,176.6,74,19.6,277.8,75,15.68,14.1,6,3.95,67,198,110,"No"
34,"married",1,132,"Automatic",32,"standard","Yes","No",1,0,48,17,188.8,64,30.8,219.1,117,19.88,160.8,70,10.27,11,2,3.07,127.4,91,282,"No"
41,"single",1,132,"Credit",21,"standard","Yes","No",1,22,0,9,312.8,52,51.06,245.9,67,27.88,175.1,98,11.09,9.4,12,2.63,135.5,160,186,"No"
33,"married",2,132,"Automatic",23,"standard","Yes","No",1,0,157,22,129.6,69,21.13,273,90,26.82,215.4,61,13.31,7.6,2,2.12,53.2,197,95,"No"
30,"married",3,132,"Automatic",10,"standard","Yes","No",0,0,77,15,304.3,68,49.66,277.5,90,25.8,118.4,62,7.82,9.7,6,2.71,137.1,109,129,"No"
38,"divorced",3,132,"Automatic",21,"economy","Yes","Yes",0,0,181,4,404.6,64,66.01,243.4,47,22.03,205.3,50,11.59,9.4,1,2.63,56.5,70,150,"Yes"
44,"married",1,132,"Credit",13,"standard","Yes","No",2,32,48,12,298.5,59,48.72,229.6,124,22.19,263.6,70,14.82,8.3,5,2.33,43.6,150,274,"No"
35,"single",3,132,"Automatic",6,"economy","Yes","No",0,0,0,8,170.9,43,27.89,217,79,20.72,165.7,71,9.35,15.4,1,4.32,134.7,146,186,"No"
32,"divorced",1,132,"Automatic",13,"standard","Yes","No",3,0,0,12,135.9,62,22.18,153.6,63,15.69,201.7,81,12.53,10.4,4,2.92,154.9,135,259,"No"
63,"divorced",3,133,"Automatic",32,"standard","Yes","No",0,18,0,7,291.4,70,47.54,222.9,109,21.57,252,82,15.36,9.8,2,2.75,122.6,179,251,"No"
34,"divorced",2,133,"Automatic",30,"standard","Yes","No",1,0,0,16,346.6,70,56.58,235.1,93,24.15,164.8,64,9.24,14.3,2,4.03,173.4,134,162,"No"
50,"single",4,133,"Automatic",2,"standard","Yes","Yes",0,0,86,21,234.3,69,38.24,363.8,62,36.03,312.7,67,18.85,11.7,2,3.26,90.3,180,160,"Yes"
59,"married",3,133,"Credit",23,"standard","Yes","No",6,28,0,8,361.8,45,59.04,292.1,109,29.83,134.7,109,7.55,10.1,4,2.83,96.8,157,189,"No"
37,"married",2,133,"Automatic",25,"standard","Yes","No",0,32,50,14,266.5,40,43.5,206.3,89,19.71,230.4,73,14.21,6.2,4,1.72,25.8,140,133,"No"
59,"single",2,134,"Automatic",4,"standard","No","Yes",1,36,0,5,297.6,51,48.56,258.9,83,29.46,195.7,76,11.05,13.2,4,3.71,103.2,71,289,"No"
68,"divorced",4,134,"Check",23,"economy","Yes","No",0,0,103,13,319.7,62,52.18,213,112,19.15,226,70,13.9,12.4,2,3.47,68.6,99,117,"No"
33,"single",1,134,"Automatic",2,"economy","Yes","No",1,40,0,16,159.5,54,26.03,156.9,112,17.43,259.8,75,14.66,12.5,2,3.5,28.2,66,286,"No"
42,"married",2,134,"Automatic",6,"standard","Yes","Yes",2,0,0,7,118.4,64,19.32,270.2,105,29.13,155.7,60,10,9.4,8,2.65,21,202,90,"No"
61,"divorced",1,134,"Automatic",19,"standard","Yes","Yes",1,0,168,19,317.9,90,51.88,280.1,126,28.6,252.9,76,15.47,9.1,5,2.57,114.5,207,159,"Yes"
44,"divorced",3,134,"Credit",6,"standard","Yes","No",2,0,0,10,285.9,62,46.64,217.4,87,23.87,115.4,86,6.5,8,2,2.24,160.5,104,282,"No"
33,"married",2,134,"Automatic",11,"standard","Yes","Yes",3,22,151,8,300.1,56,48.96,364.1,98,40.01,223.8,90,12.64,7.8,6,2.2,179.1,138,117,"No"
58,"married",3,134,"Automatic",23,"economy","Yes","Yes",3,0,116,21,350.8,59,57.25,278.4,90,25.71,209.1,90,12.95,9.1,2,2.57,44.4,126,144,"Yes"
47,"single",3,134,"Check",18,"deluxe","Yes","Yes",1,37,47,8,296.3,61,48.36,253,86,23.04,155.7,83,8.72,10,2,2.8,44.4,50,172,"No"
63,"divorced",1,134,"Automatic",15,"standard","Yes","No",1,0,258,19,293.2,50,47.83,127.1,107,14.29,257.2,78,14.52,7.8,4,2.2,80.7,57,91,"No"
37,"single",4,134,"Automatic",10,"economy","Yes","No",1,19,114,20,173.7,54,28.34,216.4,92,19.6,202.6,99,11.44,11,2,3.08,51.6,67,202,"No"
35,"married",3,135,"Automatic",3,"standard","Yes","Yes",2,0,62,15,148.4,56,24.2,246,100,25.19,240.7,90,14.78,9.9,2,2.77,125.8,119,202,"No"
70,"single",4,135,"Automatic",18,"economy","Yes","Yes",4,0,94,9,216,86,35.26,192.3,113,21.15,207.5,46,11.71,8.9,5,2.48,121,63,202,"Yes"
50,"single",2,135,"Automatic",26,"standard","Yes","No",2,27,88,4,316.4,69,51.64,297.5,71,30.73,186.4,65,11.72,7.2,2,2,64.5,159,101,"No"
31,"married",5,135,"Automatic",3,"standard","Yes","No",0,0,0,18,157.3,58,25.68,223.7,114,25.92,264.8,78,14.89,11.4,2,3.2,127.4,64,306,"No"
36,"married",4,135,"Check",30,"standard","Yes","No",1,0,71,5,266.8,75,43.54,253.3,106,27.24,153.9,82,8.69,12.6,4,3.53,30.7,180,270,"No"
33,"divorced",2,135,"Automatic",17,"economy","Yes","No",3,26,22,6,268.7,53,43.85,278.2,85,27.25,177.8,72,9.98,8.7,6,2.45,101.6,72,271,"No"
39,"married",1,135,"Automatic",25,"economy","Yes","Yes",3,0,29,3,206.3,62,33.66,92.6,86,6.79,344.1,69,20.57,11.5,2,3.24,163.7,139,230,"No"
32,"married",1,135,"Automatic",3,"economy","No","Yes",4,0,139,15,192.5,65,31.42,202.6,72,20.96,127.4,101,7.13,10.1,4,2.83,187.1,144,143,"Yes"
58,"married",4,135,"Automatic",23,"standard","Yes","Yes",4,0,106,3,169.4,66,27.64,199.2,107,23.09,180.1,72,11.32,13.4,5,3.76,119.4,60,254,"Yes"
32,"single",5,135,"Credit",3,"standard","Yes","No",3,0,136,2,238.7,70,38.95,97,77,12.58,223.8,79,12.58,10.1,6,2.83,96.8,217,243,"No"
